1,Devon,0,5,0,7,6,0,0,2018-07-22 15:00:51,2018-07-22 15:01:10,2018-07-22 15:02:38,1,,
2,Erma,7,0,7,9,3,7,0,2018-07-22 15:01:02,2018-07-22 15:01:10,2018-07-22 15:04:37,1,,
3,Allen,0,0,0,2,8,2,0,2018-07-22 15:01:13,2018-07-22 15:03:25,2018-07-22 15:04:56,1,,
4,Susan,1,4,9,7,1,0,0,2018-07-22 15:01:25,2018-07-22 15:03:26,2018-07-22 15:05:59,1,,
5,Cathy,9,4,6,0,6,5,0,2018-07-22 15:01:37,2018-07-22 15:04:11,2018-07-22 15:07:25,1,,
6,Susan,8,1,5,1,3,3,0,2018-07-22 15:01:50,2018-07-22 15:05:41,2018-07-22 15:08:19,1,,
7,Madeline,8,5,2,1,7,4,0,2018-07-22 15:01:52,2018-07-22 15:06:34,2018-07-22 15:09:36,1,,
8,Wilma,4,1,4,2,9,5,0,2018-07-22 15:02:13,2018-07-22 15:07:48,2018-07-22 15:10:36,1,,
9,Emily,0,9,5,1,8,5,0,2018-07-22 15:02:28,2018-07-22 15:08:46,2018-07-22 15:11:38,1,,
10,Zelda,2,3,2,0,8,5,0,2018-07-22 15:02:34,2018-07-22 15:10:57,2018-07-22 15:12:49,1,,
11,Madeline,1,1,3,1,3,9,0,2018-07-22 15:02:46,2018-07-22 15:10:57,2018-07-22 15:13:56,1,,
12,Jeni,4,3,9,9,9,7,0,2018-07-22 15:02:51,2018-07-22 15:12:11,2018-07-22 15:15:25,1,,
13,Emily,8,3,4,7,7,6,0,2018-07-22 15:03:07,2018-07-22 15:14:14,2018-07-22 15:16:51,1,,
14,Zelda,9,4,6,0,3,1,0,2018-07-22 15:03:12,2018-07-22 15:15:12,2018-07-22 15:17:34,1,,
15,Ira,0,0,0,4,2,10,0,2018-07-22 15:03:32,2018-07-22 15:16:06,2018-07-22 15:18:26,1,,
16,Marisa,7,5,9,0,6,9,0,2018-07-22 15:03:50,2018-07-22 15:17:16,2018-07-22 15:19:29,1,,
17,Tony,0,5,0,4,3,0,0,2018-07-22 15:04:03,2018-07-22 15:18:01,2018-07-22 15:20:15,1,,
18,Karen,2,9,6,5,8,8,0,2018-07-22 15:04:22,2018-07-22 15:18:58,2018-07-22 15:21:48,1,,
19,Erma,1,6,9,5,2,0,0,2018-07-22 15:04:44,2018-07-22 15:19:50,2018-07-22 15:22:57,1,,
20,Mark,0,0,0,5,6,0,0,2018-07-22 15:04:56,2018-07-22 15:20:54,2018-07-22 15:24:33,1,,
21,Karen,2,4,7,3,7,2,0,2018-07-22 15:04:58,2018-07-22 15:22:33,2018-07-22 15:25:31,1,,
22,Jacqueline,5,8,4,8,4,3,0,2018-07-22 15:05:02,2018-07-22 15:23:48,2018-07-22 15:26:37,1,,
23,Cayce,9,5,8,6,7,6,0,2018-07-22 15:05:25,2018-07-22 15:24:56,2018-07-22 15:29:08,1,,
24,Frida,0,4,3,3,4,2,0,2018-07-22 15:05:33,2018-07-22 15:27:14,2018-07-22 15:29:34,1,,
25,Marisa,5,9,2,1,7,2,0,2018-07-22 15:05:37,2018-07-22 15:28:22,2018-07-22 15:31:26,1,,
26,Ed,0,0,0,2,5,0,0,2018-07-22 15:05:49,2018-07-22 15:29:49,2018-07-22 15:31:38,1,,
27,Ramon,3,6,4,6,4,6,0,2018-07-22 15:06:04,2018-07-22 15:29:49,2018-07-22 15:32:52,1,,
28,Zelda,1,3,0,1,0,5,0,2018-07-22 15:06:21,2018-07-22 15:31:09,2018-07-22 15:33:50,1,,
29,Rick,0,3,0,4,10,0,0,2018-07-22 15:06:41,2018-07-22 15:32:11,2018-07-22 15:34:07,1,,
30,Marisa,9,1,4,2,4,8,0,2018-07-22 15:06:53,2018-07-22 15:32:12,2018-07-22 15:35:20,1,,
31,Barbara,4,4,3,3,9,9,0,2018-07-22 15:07:02,2018-07-22 15:34:27,2018-07-22 15:36:58,1,,
32,Anise,0,4,3,1,5,2,0,2018-07-22 15:07:06,2018-07-22 15:35:39,2018-07-22 15:37:26,1,,
33,Joy,0,6,9,5,3,7,0,2018-07-22 15:07:16,2018-07-22 15:35:39,2018-07-22 15:39:14,1,,
34,Alison,7,1,4,3,9,3,0,2018-07-22 15:07:16,2018-07-22 15:37:47,2018-07-22 15:40:16,1,,
35,Ana,0,0,8,7,0,6,0,2018-07-22 15:07:20,2018-07-22 15:38:53,2018-07-22 15:41:19,1,,
36,Jeni,3,0,3,8,1,7,0,2018-07-22 15:07:30,2018-07-22 15:40:03,2018-07-22 15:42:29,1,,
37,Jacqueline,4,7,4,4,9,4,0,2018-07-22 15:07:46,2018-07-22 15:41:09,2018-07-22 15:43:41,1,,
38,Ed,0,0,0,1,3,7,0,2018-07-22 15:08:01,2018-07-22 15:42:09,2018-07-22 15:44:02,1,,
39,Ana,9,3,2,5,7,9,0,2018-07-22 15:08:05,2018-07-22 15:42:09,2018-07-22 15:45:54,1,,
40,Leslie,0,6,3,6,4,0,0,2018-07-22 15:08:22,2018-07-22 15:44:23,2018-07-22 15:47:16,1,,
41,Lori,7,7,5,9,9,4,0,2018-07-22 15:08:44,2018-07-22 15:45:58,2018-07-22 15:48:38,1,,
42,Barbara,4,8,9,5,9,3,0,2018-07-22 15:08:58,2018-07-22 15:46:55,2018-07-22 15:50:38,1,,
43,Ted,0,8,0,7,5,0,0,2018-07-22 15:09:18,2018-07-22 15:48:56,2018-07-22 15:52:36,1,,
44,Jeni,6,7,8,9,5,9,0,2018-07-22 15:09:24,2018-07-22 15:49:59,2018-07-22 15:54:38,1,,
45,Jacqueline,3,4,2,8,5,9,0,2018-07-22 15:09:28,2018-07-22 15:53:23,2018-07-22 15:55:50,1,,
46,Ted,0,3,0,6,4,0,0,2018-07-22 15:09:29,2018-07-22 15:54:24,2018-07-22 15:56:09,1,,
47,Frida,1,2,1,9,5,2,0,2018-07-22 15:09:35,2018-07-22 15:54:24,2018-07-22 15:57:34,1,,
48,Barbara,2,1,0,3,3,3,0,2018-07-22 15:09:49,2018-07-22 15:55:49,2018-07-22 15:58:19,1,,
49,Madeline,0,1,7,9,1,6,0,2018-07-22 15:10:03,2018-07-22 15:56:44,2018-07-22 15:59:46,1,,
50,Tony,0,10,0,1,1,0,0,2018-07-22 15:10:25,2018-07-22 15:58:15,2018-07-22 16:00:08,1,,
51,Ed,0,0,2,4,9,0,0,2018-07-22 15:10:28,2018-07-22 15:58:15,2018-07-22 16:01:01,1,,
52,Dan,0,0,0,10,10,0,0,2018-07-22 15:10:44,2018-07-22 15:59:21,2018-07-22 16:02:17,1,,
53,Allen,0,0,3,2,3,0,0,2018-07-22 15:10:55,2018-07-22 16:00:32,2018-07-22 16:02:34,1,,
54,Erma,5,8,8,7,5,3,0,2018-07-22 15:11:01,2018-07-22 16:00:32,2018-07-22 16:03:56,1,,
55,Cayce,2,0,2,1,5,9,0,2018-07-22 15:11:17,2018-07-22 16:03:06,2018-07-22 16:04:22,1,,
56,Frida,6,1,6,3,1,8,0,2018-07-22 15:11:38,2018-07-22 16:03:06,2018-07-22 16:05:14,1,,
57,Jen,1,6,1,1,7,4,0,2018-07-22 15:11:56,2018-07-22 16:03:46,2018-07-22 16:06:04,1,,
58,Gil,9,4,3,4,10,9,0,2018-07-22 15:12:06,2018-07-22 16:04:47,2018-07-22 16:07:46,1,,
59,Ed,0,0,0,2,4,0,0,2018-07-22 15:12:26,2018-07-22 16:06:31,2018-07-22 16:08:02,1,,
60,Marylyn,5,3,3,7,3,2,0,2018-07-22 15:12:48,2018-07-22 16:06:31,2018-07-22 16:08:50,1,,
61,Eleonore,5,1,1,5,0,8,0,2018-07-22 15:13:03,2018-07-22 16:07:23,2018-07-22 16:10:27,1,,
62,Debra,1,8,9,7,8,3,0,2018-07-22 15:13:25,2018-07-22 16:08:39,2018-07-22 16:12:00,1,,
63,Cathy,9,6,1,0,7,9,0,2018-07-22 15:13:30,2018-07-22 16:09:53,2018-07-22 16:13:43,1,,
64,Allen,0,6,0,10,3,0,0,2018-07-22 15:13:53,2018-07-22 16:12:24,2018-07-22 16:15:07,1,,
65,Roxana,9,3,7,6,0,1,0,2018-07-22 15:14:06,2018-07-22 16:13:40,2018-07-22 16:16:14,1,,
66,Stephen,9,6,8,2,1,2,0,2018-07-22 15:14:28,2018-07-22 16:14:38,2018-07-22 16:17:43,1,,
67,Cathy,3,9,4,1,3,2,0,2018-07-22 15:14:30,2018-07-22 16:16:13,2018-07-22 16:18:26,1,,
68,Teresa,7,2,0,8,6,3,0,2018-07-22 15:14:33,2018-07-22 16:17:11,2018-07-22 16:20:03,1,,
69,Wilma,9,1,4,6,8,0,0,2018-07-22 15:14:58,2018-07-22 16:18:29,2018-07-22 16:21:39,1,,
70,Mark,0,0,0,8,3,3,0,2018-07-22 15:15:06,2018-07-22 16:19:38,2018-07-22 16:24:04,1,,
71,Mark,0,0,0,10,5,10,0,2018-07-22 15:15:14,2018-07-22 16:21:06,2018-07-22 16:24:57,1,,
72,Dan,0,0,0,5,9,0,0,2018-07-22 15:15:25,2018-07-22 16:24:57,2018-07-22 16:26:49,1,,
73,Blaine,3,3,7,5,4,3,0,2018-07-22 15:15:27,2018-07-22 16:24:57,2018-07-22 16:28:08,1,,
74,Karen,5,0,3,2,2,0,0,2018-07-22 15:15:43,2018-07-22 16:26:17,2018-07-22 16:29:36,1,,
75,Krystina,7,1,5,1,1,0,0,2018-07-22 15:15:50,2018-07-22 16:27:47,2018-07-22 16:30:08,1,,
76,Devon,8,6,4,7,7,5,0,2018-07-22 15:15:55,2018-07-22 16:27:47,2018-07-22 16:32:09,1,,
77,Teresa,0,5,4,7,1,6,0,2018-07-22 15:16:05,2018-07-22 16:30:34,2018-07-22 16:33:14,1,,
78,Denise,8,6,6,1,5,8,0,2018-07-22 15:16:06,2018-07-22 16:31:37,2018-07-22 16:35:58,1,,
79,Cathy,3,8,6,9,3,4,0,2018-07-22 15:16:10,2018-07-22 16:34:07,2018-07-22 16:37:54,1,,
80,Barbara,2,9,5,9,3,3,0,2018-07-22 15:16:15,2018-07-22 16:36:31,2018-07-22 16:39:41,1,,
81,Cathy,0,0,0,8,1,3,0,2018-07-22 15:16:25,2018-07-22 16:37:31,2018-07-22 16:40:14,1,,
82,Ana,6,6,6,0,0,3,0,2018-07-22 15:16:41,2018-07-22 16:37:31,2018-07-22 16:41:11,1,,
83,Lauren,6,1,4,7,4,7,0,2018-07-22 15:17:03,2018-07-22 16:38:59,2018-07-22 16:42:28,1,,
84,Jeni,2,9,0,0,5,7,0,2018-07-22 15:17:08,2018-07-22 16:40:35,2018-07-22 16:43:46,1,,
85,Stephen,0,0,0,1,2,3,0,2018-07-22 15:17:15,2018-07-22 16:41:47,2018-07-22 16:44:51,1,,
86,Gil,0,7,0,4,6,0,0,2018-07-22 15:17:27,2018-07-22 16:42:50,2018-07-22 16:45:17,1,,
87,Jen,7,2,8,2,1,5,0,2018-07-22 15:17:39,2018-07-22 16:42:50,2018-07-22 16:47:04,1,,
88,Ira,10,10,10,8,2,10,0,2018-07-22 15:17:52,2018-07-22 16:44:56,2018-07-22 16:49:00,1,,
89,Eleonore,6,0,9,5,2,0,0,2018-07-22 15:17:54,2018-07-22 16:47:34,2018-07-22 16:50:04,1,,
90,Wilma,0,3,9,1,7,4,0,2018-07-22 15:18:02,2018-07-22 16:48:25,2018-07-22 16:51:38,1,,
91,Joy,3,5,6,7,3,9,0,2018-07-22 15:18:18,2018-07-22 16:49:30,2018-07-22 16:54:12,1,,
92,Denise,0,8,7,0,3,6,0,2018-07-22 15:18:19,2018-07-22 16:52:00,2018-07-22 16:55:38,1,,
93,Ana,8,2,9,8,6,2,0,2018-07-22 15:18:33,2018-07-22 16:54:01,2018-07-22 16:57:00,1,,
94,Lou,0,0,0,3,3,9,0,2018-07-22 15:18:57,2018-07-22 16:55:26,2018-07-22 16:57:34,1,,
95,Lori,6,1,2,4,3,8,0,2018-07-22 15:19:05,2018-07-22 16:56:15,2018-07-22 16:59:49,1,,
96,Lauren,2,1,2,4,9,3,0,2018-07-22 15:19:12,2018-07-22 16:57:27,2018-07-22 17:01:20,1,,
97,Karen,6,0,3,1,4,2,0,2018-07-22 15:19:24,2018-07-22 16:58:56,2018-07-22 17:01:53,1,,
98,Cayce,8,1,7,3,6,8,0,2018-07-22 15:19:29,2018-07-22 16:58:57,2018-07-22 17:04:04,1,,
99,Ramon,7,5,1,6,1,1,0,2018-07-22 15:19:35,2018-07-22 17:02:16,2018-07-22 17:05:01,1,,
100,Frank,0,0,0,6,9,5,0,2018-07-22 15:19:55,2018-07-22 17:03:42,2018-07-22 17:05:16,1,,
101,Anise,4,8,2,2,1,1,0,2018-07-22 15:19:56,2018-07-28 20:30:24,2018-07-28 20:32:38,1,,
102,Jacqueline,2,0,6,1,9,4,0,2018-07-22 15:20:08,2018-07-28 20:30:24,2018-07-28 20:33:46,1,,
103,Emily,2,1,2,2,6,1,0,2018-07-22 15:20:21,2018-07-28 20:31:41,2018-07-28 20:34:35,1,,
104,Krystina,6,4,4,2,2,7,0,2018-07-22 15:20:24,2018-07-28 20:33:07,2018-07-28 20:37:03,1,,
105,Joy,1,3,5,2,1,3,0,2018-07-22 15:20:24,2018-07-28 20:34:51,2018-07-28 20:37:53,1,,
106,Mark,0,6,0,9,4,0,0,2018-07-22 15:20:30,2018-07-28 20:34:51,2018-07-28 20:38:46,1,,
107,Shane,0,7,0,3,9,0,0,2018-07-22 15:20:49,2018-07-28 20:36:44,2018-07-28 20:40:13,1,,
108,Dan,5,2,1,5,7,8,0,2018-07-22 15:20:57,2018-07-28 20:38:15,2018-07-28 20:41:25,1,,
109,Emily,1,4,1,0,1,1,0,2018-07-22 15:21:04,2018-07-28 20:39:23,2018-07-28 20:41:45,1,,
110,Eleonore,8,1,6,8,3,4,0,2018-07-22 15:21:22,2018-07-28 20:40:54,2018-07-28 20:43:46,1,,
111,Marylyn,2,3,6,1,8,0,0,2018-07-22 15:21:25,2018-07-28 20:42:03,2018-07-28 20:44:59,1,,
112,Anise,7,5,7,3,4,7,0,2018-07-22 15:21:36,2018-07-28 20:43:27,2018-07-28 20:46:13,1,,
113,Anise,3,1,8,7,6,6,0,2018-07-22 15:21:55,2018-07-28 20:44:35,2018-07-28 20:48:08,1,,
114,Devon,0,8,0,2,6,0,0,2018-07-22 15:22:15,2018-07-28 20:46:15,2018-07-28 20:48:42,1,,
115,Anise,4,4,8,8,3,3,0,2018-07-22 15:22:30,2018-07-28 20:47:11,2018-07-28 20:50:15,1,,
116,Debra,5,8,0,1,7,9,0,2018-07-22 15:22:52,2018-07-28 20:48:35,2018-07-28 20:51:19,1,,
117,Shane,0,5,0,9,10,0,0,2018-07-22 15:23:05,2018-07-28 20:49:29,2018-07-28 20:52:28,1,,
118,Marisa,8,3,8,2,5,9,0,2018-07-22 15:23:15,2018-07-28 20:50:37,2018-07-28 20:55:26,1,,
119,Allen,0,0,0,4,4,4,0,2018-07-22 15:23:31,2018-07-28 20:53:07,2018-07-28 20:55:44,1,,
120,Rick,0,3,0,3,6,0,0,2018-07-22 15:23:46,2018-07-28 20:53:07,2018-07-28 20:56:47,1,,
121,Rick,3,4,4,3,10,7,0,2018-07-22 15:23:52,2018-07-28 20:55:13,2018-07-28 20:57:54,1,,
122,Ana,0,2,2,7,5,6,0,2018-07-22 15:24:09,2018-07-28 20:56:14,2018-07-28 20:59:05,1,,
123,Alison,5,0,2,3,0,6,0,2018-07-22 15:24:15,2018-07-28 20:57:29,2018-07-28 21:00:20,1,,
124,Lauren,7,4,9,6,5,4,0,2018-07-22 15:24:31,2018-07-28 20:58:34,2018-07-28 21:01:27,1,,
125,Emily,3,1,6,5,5,8,0,2018-07-22 15:24:36,2018-07-28 20:59:40,2018-07-28 21:03:04,1,,
126,Anise,0,6,4,9,6,7,0,2018-07-22 15:24:55,2018-07-28 21:01:08,2018-07-28 21:05:04,1,,
127,Blaine,0,5,0,10,9,0,0,2018-07-22 15:24:58,2018-07-28 21:03:31,2018-07-28 21:05:56,1,,
128,Tony,0,8,0,1,9,0,0,2018-07-22 15:25:16,2018-07-28 21:04:36,2018-07-28 21:06:25,1,,
129,Ana,7,4,2,8,2,1,0,2018-07-22 15:25:27,2018-07-28 21:04:36,2018-07-28 21:08:56,1,,
130,Stephen,0,0,0,2,4,0,0,2018-07-22 15:25:39,2018-07-28 21:05:56,2018-07-28 21:09:53,1,,
131,Allen,0,1,0,5,5,0,0,2018-07-22 15:25:42,2018-07-28 21:08:16,2018-07-28 21:10:03,1,,
132,Frida,7,5,0,5,9,6,0,2018-07-22 15:25:43,2018-07-28 21:08:16,2018-07-28 21:11:25,1,,
133,Blaine,0,0,0,6,3,7,0,2018-07-22 15:25:46,2018-07-28 21:10:29,2018-07-28 21:12:20,1,,
134,Madeline,1,5,2,5,7,5,0,2018-07-22 15:25:59,2018-07-28 21:10:30,2018-07-28 21:13:47,1,,
135,Karen,4,8,4,6,8,8,0,2018-07-22 15:26:10,2018-07-28 21:11:48,2018-07-28 21:19:03,1,,
136,Denise,5,3,9,1,9,6,0,2018-07-22 15:26:30,2018-07-28 21:14:18,2018-07-28 21:20:04,1,,
137,Wilma,5,0,1,9,4,8,0,2018-07-22 15:26:30,2018-07-28 21:18:28,2018-07-28 21:22:04,1,,
138,Dan,0,0,0,5,5,10,0,2018-07-22 15:26:37,2018-07-28 21:19:43,2018-07-28 21:23:11,1,,
139,Ed,10,5,10,5,10,6,0,2018-07-22 15:26:56,2018-07-28 21:21:11,2018-07-28 21:26:05,1,,
140,Cathy,7,0,4,4,5,1,0,2018-07-22 15:27:07,2018-07-28 21:24:05,2018-07-28 21:27:20,1,,
141,Ana,3,6,6,8,6,1,0,2018-07-22 15:27:13,2018-07-28 21:25:32,2018-07-28 21:28:57,1,,
142,Alison,7,5,8,9,6,8,0,2018-07-22 15:27:21,2018-07-28 21:26:48,2018-07-28 21:32:05,1,,
143,Jacqueline,2,0,2,3,4,2,0,2018-07-22 15:27:40,2018-07-28 21:29:58,2018-07-28 21:32:26,1,,
144,Devon,0,0,1,2,6,0,0,2018-07-22 15:28:03,2018-07-28 21:31:30,2018-07-28 21:33:01,1,,
145,Cayce,6,7,7,0,2,0,0,2018-07-22 15:28:16,2018-07-28 21:31:30,2018-07-28 21:34:24,1,,
146,Susan,7,9,4,0,1,8,0,2018-07-22 15:28:23,2018-07-28 21:32:44,2018-07-28 21:36:01,1,,
147,Ted,0,0,0,9,9,0,0,2018-07-22 15:28:41,2018-07-28 21:34:00,2018-07-28 21:36:55,1,,
148,Ramon,0,1,4,6,5,6,0,2018-07-22 15:28:54,2018-07-28 21:35:20,2018-07-28 21:38:23,1,,
149,Ira,0,0,8,7,6,0,0,2018-07-22 15:28:58,2018-07-28 21:36:33,2018-07-28 21:39:34,1,,
150,Ed,0,0,0,1,9,0,0,2018-07-22 15:29:21,2018-07-28 21:37:56,2018-07-28 21:39:45,1,,